"rowid","fpl_hostname","fpl_name","fpl_disc","fpl_orbper","fpl_rads","fst_dist","fst_logg","cluster","simil"
"965","K2-133","K2-133 d","2017","11.02454","0.018000000000000002","75.2","4.354839473684218","0","0.9895201438224693"
"966","K2-133","K2-133 e","2019","26.5841","0.016","75.2","4.354839473684218","0","0.9895366883433211"
"967","K2-136","K2-136 b","2017","7.975292","0.009000000000000001","59.35","4.66","0","0.9628516617756618"
"968","K2-136","K2-136 c","2017","17.307137","0.027000000000000003","59.35","4.66","0","0.9627481493342538"
"969","K2-136","K2-136 d","2017","25.575065","0.013000000000000001","59.35","4.66","0","0.9628457815644869"
"970","K2-137","K2-137 b","2017","0.179715","0.008","99.15","4.82","0","0.9910846351792778"
"971","K2-138","K2-138 b","2017","2.35322","0.013999999999999999","183","4.59","0","0.9868216421924246"
"972","K2-138","K2-138 c","2017","3.55987","0.023","183","4.59","0","0.9867570066575979"
"973","K2-138","K2-138 d","2017","5.40478","0.024","183","4.59","0","0.9867427939535026"
"974","K2-138","K2-138 e","2017","8.26144","0.03","183","4.59","0","0.9866639646269175"
"975","K2-138","K2-138 f","2017","12.75759","0.026000000000000002","183","4.59","0","0.9867262357872235"
"976","K2-139","K2-139 b","2017","28.380619","0.083","154.6","4.54","0","0.9733870159516379"
"977","K2-14","K2-14 b","2015","8.36802","0.044000000000000004","367.72","4.89","0","0.9890224337895044"
"978","K2-140","K2-140 b","2017","6.56918","0.11199999999999999","341.6","4.45","0","0.9819510978130784"
"979","K2-141","K2-141 b","2018","0.2803244","0.013999999999999999","61.98","4.62","0","0.9900346991736084"
"980","K2-141","K2-141 c","2018","7.7485","0.064","61.98","4.62","0","0.9888862577944316"
"981","K2-146","K2-146 b","2018","2.6446","0.019","79.31","4.92","0","0.9935143112113471"
"982","K2-146","K2-146 c","2019","4.00498","0.02","79.31","4.92","0","0.9935035727374818"
"983","K2-147","K2-147 b","2018","0.961917","0.013000000000000001","88","4.72","0","0.9784695128564302"
"984","K2-148","K2-148 b","2018","4.38395","0.012","121","4.65","0","0.9728753912139538"
"985","K2-148","K2-148 c","2018","6.9226","0.016","121","4.65","0","0.972860677406179"
"986","K2-148","K2-148 d","2018","9.7579","0.015","121","4.65","0","0.9728649030580712"
"987","K2-149","K2-149 b","2018","11.332","0.015","118","4.71","0","0.9926721016791743"
"988","K2-15","K2-15 b","2015","11.8104","0.023","501.03","4.57","0","0.982727498074858"
"989","K2-150","K2-150 b","2018","10.59357","0.018000000000000002","110","4.82","0","0.9930140748266004"
"990","K2-151","K2-151 b","2018","3.835476","0.013999999999999999","69.61","4.8","0","0.9939120978959325"
"991","K2-152","K2-152 b","2018","32.6479","0.021","108.7","4.67","0","0.9901782880563743"
"992","K2-153","K2-153 b","2018","7.51574","0.018000000000000002","143.6","4.73","0","0.9944111030770838"
"993","K2-154","K2-154 b","2018","3.67626","0.018000000000000002","129.8","4.65","0","0.9879596588660772"
"994","K2-154","K2-154 c","2018","7.95486","0.019","129.8","4.65","0","0.9879543182489002"
"995","K2-155","K2-155 b","2018","6.342","0.016","82","4.6","0","0.9901187089650811"
"996","K2-155","K2-155 c","2018","13.85","0.024","82","4.6","0","0.990049760177396"
"997","K2-155","K2-155 d","2018","40.718","0.017","82","4.6","0","0.990112445197114"
"998","K2-156","K2-156 b","2018","0.81314","0.011000000000000001","150.4","4.62","0","0.9908711991159949"
"999","K2-157","K2-157 b","2018","0.365257","0.01","300.88","4.55","0","0.9887032903960951"
"1000","K2-158","K2-158 b","2018","10.06049","0.024","198.2","4.45","0","0.9887291057942216"
"1001","K2-158","K2-158 c","2018","5.90279","0.012","198.2","4.45","0","0.9888178675467554"
"1002","K2-159","K2-159 b","2018","12.42205","0.021","171.9","4.56","0","0.9922469888311439"
"1003","K2-16","K2-16 b","2015","7.6188","0.019","338.19","4.63","0","0.9900039003423367"
"1004","K2-16","K2-16 c","2015","19.07863","0.023","338.19","4.63","0","0.9899548022081451"
"1005","K2-160","K2-160 b","2018","3.705871","0.028999999999999998","318.19","4.61","0","0.9909360281193683"
"1006","K2-161","K2-161 b","2018","9.283188","0.055999999999999994","941.09","3.63","0","0.9685844655723955"
"1007","K2-162","K2-162 b","2018","9.45889","0.013000000000000001","125.1","4.63","0","0.993367259240864"
"1008","K2-163","K2-163 b","2018","6.673117","0.023","209.67","4.71","0","0.9916100737396927"
"1009","K2-164","K2-164 b","2018","17.355066","0.03","379.64","3.81","0","0.9748766241530581"
"1010","K2-165","K2-165 b","2018","2.354992","0.012","135.1","4.46","0","0.9922756258307446"
"1011","K2-165","K2-165 c","2018","4.382745","0.013999999999999999","135.1","4.46","0","0.9922668371343439"
"1012","K2-165","K2-165 d","2018","14.101361","0.024","135.1","4.46","0","0.9921821133490748"
"1013","K2-166","K2-166 b","2018","8.52695","0.02","481","4.09","0","0.9821827383493197"
"1014","K2-167","K2-167 b","2018","9.977481","0.026000000000000002","81.08","3.88","0","0.9637491920908894"
"1015","K2-168","K2-168 b","2018","15.8523","0.017","245.56","4.46","0","0.987010556924533"
"1016","K2-169","K2-169 b","2018","6.380803","0.012","237.35","4.56","0","0.9813031085062903"
"1017","K2-17","K2-17 b","2015","17.96753","0.02","125.56","4.8","0","0.992877518586883"
"1018","K2-170","K2-170 b","2018","7.576544","0.013000000000000001","397.26","4.34","0","0.9854715303677746"
"1019","K2-170","K2-170 c","2018","12.400047","0.017","397.26","4.34","0","0.9854534639144261"
"1020","K2-171","K2-171 b","2018","5.628466","0.025","616.41","3.95","0","0.9772985659048897"
"1021","K2-172","K2-172 b","2018","14.316941","0.015","251.51","4.61","0","0.9900147285314855"
"1022","K2-172","K2-172 c","2018","29.62682","0.028999999999999998","251.51","4.61","0","0.9898615852447058"
"1023","K2-173","K2-173 b","2018","5.868699","0.015","230.14","4.52","0","0.9911071518516531"
"1024","K2-174","K2-174 b","2018","19.562307","0.024","100.1","4.62","0","0.9931451938122534"
"1025","K2-175","K2-175 b","2018","9.525988","0.019","249.01","4.11","0","0.9846741112000079"
"1026","K2-176","K2-176 b","2018","5.329439","0.013999999999999999","249.01","4.63","0","0.9924435272705525"
"1027","K2-177","K2-177 b","2018","14.155185","0.019","499.02","4.38","0","0.9784837210767947"
"1028","K2-178","K2-178 b","2018","8.747818","0.033","216.08","4.55","0","0.9923928440436586"
"1029","K2-179","K2-179 b","2018","5.172191","0.023","191.84","4.63","0","0.9943284524079206"
"1030","K2-18","K2-18 b","2015","32.939623","0.022000000000000002","38.07","4.86","0","0.992016926951522"
"1031","K2-18","K2-18 c","2017","8.962","0.024","38.07","4.86","1","0.820364678378237"
"1032","K2-180","K2-180 b","2018","8.867209","0.021","204.51","4.58","0","0.9776470354151249"
"1033","K2-181","K2-181 b","2018","6.894256","0.026000000000000002","364.82","4.38","0","0.985897827683788"
"1034","K2-182","K2-182 b","2018","4.736837","0.025","155.9","4.58","0","0.9929816713801949"
"1035","K2-183","K2-183 b","2018","0.469269","0.024","331.77","4.43","0","0.9909081838141897"
"1036","K2-183","K2-183 c","2018","10.792635","0.026000000000000002","331.77","4.43","0","0.9908795563222254"
"1037","K2-183","K2-183 d","2018","22.631964","0.026000000000000002","331.77","4.43","0","0.9908807233848888"
"1038","K2-184","K2-184 b","2018","16.995731","0.013999999999999999","75.79","4.59","0","0.9947678775117764"
"1039","K2-185","K2-185 b","2018","10.616646","0.012","270.41","4.58","0","0.9941119613981769"
"1040","K2-186","K2-186 b","2018","41.474219","0.028999999999999998","333.84","4.45","0","0.9912778368439296"
"1041","K2-187","K2-187 b","2018","0.77392","0.012","333.51","4.5","0","0.9883913527715221"
"1042","K2-187","K2-187 c","2018","2.872042","0.016","333.51","4.5","0","0.9883750329382253"
"1043","K2-187","K2-187 d","2018","7.14921","0.028999999999999998","333.51","4.5","0","0.9882577312020423"
"1044","K2-187","K2-187 e","2018","13.609878","0.022000000000000002","333.51","4.5","0","0.9883382326068997"
"1045","K2-188","K2-188 b","2018","1.742169","0.012","452.9","4.31","0","0.9893154173574684"
"1046","K2-188","K2-188 c","2018","7.810253","0.026000000000000002","452.9","4.31","0","0.9892127463681392"
"1047","K2-189","K2-189 b","2018","2.588309","0.013999999999999999","243.93","4.53","0","0.9879819497862469"
"1048","K2-189","K2-189 c","2018","6.679195","0.023","243.93","4.53","0","0.9879120843875936"
"1049","K2-19","K2-19 b","2015","7.9194","0.071","292.14","4.63","0","0.9803808028719724"
"1050","K2-19","K2-19 c","2015","11.90715","0.045","292.14","4.63","0","0.98124308890572"
"1051","K2-19","K2-19 d","2016","2.50856","0.01","292.14","4.63","0","0.9814550645703928"
"1052","K2-190","K2-190 b","2018","10.098858","0.012","161.42","4.38","0","0.9863119516336188"
"1053","K2-190","K2-190 c","2018","21.574023","0.01","161.42","4.38","0","0.9863175056545462"
"1054","K2-191","K2-191 b","2018","2.858646","0.013999999999999999","289.57","4.57","0","0.9801326169134804"
"1055","K2-192","K2-192 b","2018","4.162817","0.013999999999999999","223.99","4.57","0","0.986788842429866"
"1056","K2-193","K2-193 b","2018","14.786889","0.036000000000000004","416.91","4.46","0","0.9879099661224843"
"1057","K2-194","K2-194 b","2018","39.721386","0.033","640.65","4.21","0","0.9817801608719066"
"1058","K2-195","K2-195 b","2018","15.852975","0.028999999999999998","317.83","4.42","0","0.9887158547537601"
"1059","K2-195","K2-195 c","2018","28.482786","0.024","317.83","4.42","0","0.9887866999188909"
"1060","K2-196","K2-196 b","2018","48.324222","0.033","594.09","4.08","0","0.9797402505842613"
"1061","K2-197","K2-197 b","2018","8.357881","0.023","249.59","4.5","0","0.9885332932276953"
"1062","K2-198","K2-198 b","2018","17.0428683","0.038","110.91","4.63","0","0.9916391351937965"
"1063","K2-198","K2-198 c","2019","3.3596055","0.013000000000000001","110.91","4.63","0","0.9919892383855773"
"1064","K2-198","K2-198 d","2019","7.4500177","0.022000000000000002","110.91","4.63","0","0.9919202219765928"
"1065","K2-199","K2-199 b","2018","3.225338","0.017","107.97","4.64","0","0.9929555755624387"
"1066","K2-199","K2-199 c","2018","7.374694","0.025","107.97","4.64","0","0.9928690200908559"
"1067","K2-200","K2-200 b","2018","2.849883","0.013000000000000001","185.09","4.71","0","0.9934668656968246"
"1068","K2-201","K2-201 b","2018","1.05979","0.013000000000000001","199.05","4.68","0","0.9833661062524628"
"1069","K2-201","K2-201 c","2018","22.779878","0.03","199.05","4.68","0","0.9832007161882145"
"1070","K2-202","K2-202 b","2018","3.405164","0.021","302.99","4.55","0","0.9772765434647868"
"1071","K2-203","K2-203 b","2018","9.695101","0.013000000000000001","166.93","4.43","0","0.9918307382129491"
"1072","K2-204","K2-204 b","2018","7.055784","0.027999999999999997","586.87","4.23","0","0.9854686729611375"
"1073","K2-205","K2-205 b","2018","26.672263","0.018000000000000002","409.95","4.25","0","0.9851509730113136"
"1074","K2-206","K2-206 b","2018","18.294549","0.026000000000000002","246.14","4.46","0","0.9920783313170531"
"1075","K2-207","K2-207 b","2018","12.48749","0.024","366.84","4.41","0","0.9887407319839618"
"1076","K2-208","K2-208 b","2018","4.190948","0.015","258.76","4.62","0","0.9933914130837946"
"1077","K2-209","K2-209 b","2018","2.080615","0.008","76.67","4.46","0","0.9927730637113026"
"1078","K2-21","K2-21 b","2015","9.325038","0.017","83.85","4.83","0","0.9827232153222569"
"1079","K2-21","K2-21 c","2015","15.50192","0.023","83.85","4.83","0","0.9826681522000675"
"1080","K2-210","K2-210 b","2018","0.570233","0.008","177.39","4.55","0","0.9921355616837543"
"1081","K2-211","K2-211 b","2018","0.669558","0.013000000000000001","274.39","4.6","0","0.9916812903505307"
"1082","K2-212","K2-212 b","2018","9.79551","0.023","109.32","4.64","0","0.9938782773107682"
"1083","K2-213","K2-213 b","2018","8.13087","0.013999999999999999","394.05","4.25","0","0.9814400711562922"
"1084","K2-214","K2-214 b","2018","8.596802","0.022000000000000002","303.28","4.25","0","0.9871430051839304"
"1085","K2-215","K2-215 b","2018","8.269648","0.019","408.67","4.41","0","0.9893528140917965"
"1086","K2-216","K2-216 b","2018","2.1748","0.016","115.84","4.57","0","0.9941624611447816"
"1087","K2-217","K2-217 b","2018","14.074524","0.033","386.01","4.17","0","0.9858085193566131"
"1088","K2-218","K2-218 b","2018","8.679885","0.024","398.41","4.45","0","0.9857013722538868"
"1089","K2-219","K2-219 b","2018","3.901287","0.012","328.42","4.23","0","0.9859113685829807"
"1090","K2-219","K2-219 c","2018","6.66767","0.013000000000000001","328.42","4.23","0","0.985908974868088"
"1091","K2-219","K2-219 d","2018","11.137278","0.024","328.42","4.23","0","0.9858351952333371"
"1092","K2-22","K2-22 b","2015","0.381078","0.023","245.53","4.65","0","0.9937814240930757"
"1093","K2-220","K2-220 b","2018","13.683256","0.022000000000000002","234.92","4.4","0","0.9909075161314284"
"1094","K2-221","K2-221 b","2018","2.399094","0.015","321.63","4.57","0","0.991550570742575"
"1095","K2-222","K2-222 b","2018","15.387063","0.022000000000000002","101.59","4.37","0","0.9890836245943212"
"1096","K2-223","K2-223 b","2018","0.50565","0.008","201.1","4.48","0","0.9862893464871665"
"1097","K2-223","K2-223 c","2018","4.56327","0.013999999999999999","201.1","4.48","0","0.9862774584771797"
"1098","K2-224","K2-224 b","2018","4.47904","0.013999999999999999","277.7","4.55","0","0.9894304196348374"
"1099","K2-224","K2-224 c","2018","10.09489","0.022000000000000002","277.7","4.55","0","0.9893683355096682"
"1100","K2-225","K2-225 b","2018","15.87209","0.032","360.3","4.08","0","0.9678342755513659"
"1101","K2-226","K2-226 b","2018","3.27108","0.013999999999999999","211.2","4.47","0","0.9895937161661198"
"1102","K2-227","K2-227 b","2018","13.621832","0.015","188.22","4.58","0","0.9908368475603291"
"1103","K2-228","K2-228 b","2018","2.69828","0.011000000000000001","142.4","4.66","0","0.9909339056715047"
"1104","K2-229","K2-229 b","2018","0.58426","0.01","103.8","4.59","0","0.99063112746539"
"1105","K2-229","K2-229 c","2018","8.32727","0.019","103.8","4.59","0","0.9905884519542997"
"1106","K2-230","K2-230 b","2018","2.86041","0.018000000000000002","548.9","4.2","0","0.9825980546593674"
"1107","K2-231","K2-231 b","2018","13.841901","0.023","295","4.48","0","0.9825501932747472"
"1108","K2-232","K2-232 b","2018","11.168454","0.10300000000000001","131.21","4.38","0","0.9791381367426611"
"1109","K2-233","K2-233 b","2018","2.46746","0.013000000000000001","67.64","4.71","0","0.9740597448060005"
"1110","K2-233","K2-233 c","2018","7.06142","0.012","67.64","4.71","0","0.9740614805689439"
"1111","K2-233","K2-233 d","2018","24.3662","0.024","67.64","4.71","0","0.9739714283211808"
"1112","K2-237","K2-237 b","2018","2.1805577","0.16899999999999998","309.5","4.27","0","0.9638554381753576"
"1113","K2-238","K2-238 b","2018","3.20466","0.134","453","4.11","0","0.9653012943973742"
"1114","K2-239","K2-239 b","2018","5.24","0.01","49","4.9","0","0.9937689584481477"
"1115","K2-239","K2-239 c","2018","7.775","0.009000000000000001","49","4.9","0","0.9937697766032846"
"1116","K2-239","K2-239 d","2018","10.115","0.01","49","4.9","0","0.9937689597468125"
"1117","K2-24","K2-24 b","2016","20.88977","0.049","171.39","4.29","0","0.9674158218788601"
"1118","K2-24","K2-24 c","2016","42.3391","0.069","171.39","4.29","0","0.966739784812174"
"1119","K2-240","K2-240 b","2018","6.034","0.018000000000000002","70","4.7","0","0.9892655650151844"
"1120","K2-240","K2-240 c","2018","20.523","0.016","70","4.7","0","0.9892794169722614"
"1121","K2-241","K2-241 b","2018","26.8199","0.023","149.6","4.54","0","0.9817655744336056"
"1122","K2-242","K2-242 b","2018","6.51389","0.023","109.6","4.89","0","0.9915096358518402"
"1123","K2-243","K2-243 b","2018","11.54182","0.02","269.2","4.26","0","0.985129203711375"
"1124","K2-243","K2-243 c","2018","24.94598","0.018000000000000002","269.2","4.26","0","0.9851412203839174"
"1125","K2-244","K2-244 b","2018","21.06884","0.016","214","4.44","0","0.9871895623004314"
"1126","K2-245","K2-245 b","2018","11.89307","0.04","463.4","4.16","0","0.975060093032677"
"1127","K2-246","K2-246 b","2018","5.76918","0.032","723.1","4.43","0","0.9899119434839911"
"1128","K2-247","K2-247 b","2018","2.25021","0.019","260.2","4.63","0","0.9917545833622835"
"1129","K2-247","K2-247 c","2018","6.49424","0.02","260.2","4.63","0","0.9917486836939806"
"1130","K2-248","K2-248 b","2018","7.17256","0.024","410.5","4.45","0","0.9893147078911746"
"1131","K2-249","K2-249 b","2018","12.409","0.026000000000000002","528.3","4.16","0","0.9817745339305723"
"1132","K2-25","K2-25 b","2015","3.484552","0.031","45.01","4.354839473684218","0","0.9840604245020114"
"1133","K2-250","K2-250 b","2018","4.01457","0.022000000000000002","417.6","4.53","0","0.9908856406492721"
"1134","K2-251","K2-251 b","2018","9.30075","0.022000000000000002","147.7","4.76","0","0.9923094694124478"
"1135","K2-252","K2-252 b","2018","13.81513","0.016","229.9","4.5","0","0.9908254585335444"
"1136","K2-253","K2-253 b","2018","4.00167","0.11599999999999999","901.8","4.39","0","0.984004892137576"
"1137","K2-254","K2-254 b","2018","4.09639","0.015","229.4","4.64","0","0.9931101397832666"
"1138","K2-254","K2-254 c","2018","12.11839","0.02","229.4","4.64","0","0.9930722011093123"
"1139","K2-255","K2-255 b","2018","1.96417","0.027000000000000003","192.4","4.62","0","0.9931284163172621"
"1140","K2-256","K2-256 b","2018","5.52011","0.024","580.5","4.58","0","0.99297343318626"
"1141","K2-257","K2-257 b","2018","1.60588","0.008","64.1","4.76","0","0.9938011722558142"
"1142","K2-258","K2-258 b","2018","19.0921","0.027000000000000003","675.2","4.29","0","0.9867770527707931"
"1143","K2-259","K2-259 b","2018","15.48043","0.021","422.1","4.39","0","0.9864454879316353"
"1144","K2-26","K2-26 b","2016","14.5665","0.024","99.33","4.75","0","0.98560826462177"
"1145","K2-260","K2-260 b","2018","2.6266657","0.159","676.32","4.15","0","0.9716389242981168"
"1146","K2-261","K2-261 b","2018","11.63344","0.087","214.58","4.21","0","0.960863140053623"
"1147","K2-263","K2-263 b","2018","50.818947","0.022000000000000002","163.23","4.51","0","0.8475107225084643"
"1148","K2-264","K2-264 b","2018","5.840002","0.02","187","4.78","0","0.9948358939617448"
"1149","K2-264","K2-264 c","2018","19.660302","0.024","187","4.78","0","0.9947946117970655"
"1150","K2-265","K2-265 b","2018","2.369172","0.016","139.22","4.42","0","0.944895897420465"
"1151","K2-266","K2-266 b","2018","0.658524","0.03","77.16","4.58","0","0.9938244949773954"
"1152","K2-266","K2-266 c","2018","7.814","0.006","77.16","4.58","0","0.9940138483702067"
"1153","K2-266","K2-266 d","2018","14.697","0.027000000000000003","77.16","4.58","0","0.9938792378798235"
"1154","K2-266","K2-266 e","2018","19.482","0.025","77.16","4.58","0","0.9939050102715905"
"1155","K2-268","K2-268 b","2018","2.151894","0.013000000000000001","331.46","4.59","0","0.9942469013592182"
"1156","K2-268","K2-268 c","2018","9.326841","0.025","331.46","4.59","0","0.9941587795604879"
"1157","K2-269","K2-269 b","2018","4.144965","0.013999999999999999","362.07","4.18","0","0.9865007366236467"
"1158","K2-27","K2-27 b","2016","6.771315","0.040999999999999995","251.43","4.48","0","0.9637317865232026"
"1159","K2-270","K2-270 b","2018","1.543069","0.013000000000000001","283.53","4.59","0","0.9884417150946988"
"1160","K2-270","K2-270 c","2018","4.400028","0.027000000000000003","283.53","4.59","0","0.9883331452260202"
"1161","K2-271","K2-271 b","2018","8.562421","0.067","571.47","4.37","0","0.9860881354266477"
"1162","K2-272","K2-272 b","2018","14.453533","0.027000000000000003","426.57","4.53","0","0.990347343998321"
