"rowid","fpl_hostname","fpl_letter","fpl_name","fpl_discmethod","fpl_controvflag","fpl_disc","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_bmassj","fpl_bmassprov","fpl_rade","fpl_radj","fpl_rads","fpl_dens","fpl_eqt","fpl_insol","fpl_tranflag","fpl_cbflag","fpl_snum","ra_str","ra","dec_str","dec","fst_dist","fst_optmag","fst_optmagband","fst_nirmag","fst_nirmagband","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age"
"3549","Kepler-906","b","Kepler-906 b","Transit","0","2016","41.6979976","6.176108677507845","","5.1","0.016","M-R relationship","2.11","0.188","0.019","2.98","","21.99","1","0","1","19h25m37.33s","291.405561","+40d07m31.8s","40.125487","758","13.918","G (Gaia)","12.594000000000001","Ks (2MASS)","","6035","4.45","0.076","1.06","1.02","-0.09","[Fe/H]","1.86"
"3550","Kepler-907","b","Kepler-907 b","Transit","0","2016","15.86621821","6.176108677507845","","1.87","0.00588","M-R relationship","1.2","0.107","0.011000000000000001","5.95","","","1","0","1","19h01m54.38s","285.476589","+41d37m57.9s","41.632740000000005","352","11.462","G (Gaia)","10.282","Ks (2MASS)","","6106","4.19","0.37799999999999995","1.08","1.38","-0.15","[Fe/H]","5.37"
"3551","Kepler-908","b","Kepler-908 b","Transit","0","2016","1.34059747","6.176108677507845","","1.98","0.00624","M-R relationship","1.22","0.109","0.011000000000000001","5.99","","3304.1","1","0","1","19h41m17.40s","295.322517","+39d22m35.3s","39.376484000000005","250","11.465","G (Gaia)","9.993","Ks (2MASS)","","5973","4.38","0.22","1.11","1.12","0.15","[Fe/H]","3.02"
"3552","Kepler-909","b","Kepler-909 b","Transit","0","2016","13.93290318","6.176108677507845","","2.76","0.00869","M-R relationship","1.47","0.131","0.013000000000000001","4.77","","127.24","1","0","1","19h18m01.53s","289.50635800000003","+45d22m15.6s","45.370998","318","11.51","G (Gaia)","10.274000000000001","Ks (2MASS)","","6154","4.33","0.254","1.17","1.23","0.08","[Fe/H]","2.88"
"3553","Kepler-91","b","Kepler-91 b","Transit","0","2013","6.24658","0.0731","0.0519","257.4423","0.81","Mass","15.323","1.367","0.14","0.4","2040","3273.32","1","0","1","19h02m41.49s","285.67287200000004","+44d07m00.2s","44.116734","1344.56","12.475999999999999","G (Gaia)","10.136000000000001","Ks (2MASS)","K3","4550","2.95","1.2229999999999999","1.31","6.3","0.11","[Fe/H]","4.47"
"3554","Kepler-910","b","Kepler-910 b","Transit","0","2016","2.36436901","6.176108677507845","","0.477","0.0015","M-R relationship","0.82","0.073","0.008","4.75","","2108.07","1","0","1","19h44m11.37s","296.04735800000003","+42d44m34.8s","42.743006","402","11.529000000000002","G (Gaia)","10.329","Ks (2MASS)","","6230","4.19","0.469","1.26","1.5","0.12","[Fe/H]","3.39"
"3555","Kepler-911","b","Kepler-911 b","Transit","0","2016","20.310501","6.176108677507845","","7.27","0.0229","M-R relationship","2.6","0.23199999999999998","0.024","2.27","","198.72","1","0","1","19h54m21.40s","298.589186","+40d45m02.5s","40.750689","567","11.829","G (Gaia)","10.511","Ks (2MASS)","","6112","3.97","0.6409999999999999","1.34","1.99","0.03","[Fe/H]","3.55"
"3556","Kepler-912","b","Kepler-912 b","Transit","0","2016","2.53475627","6.176108677507845","","8.25","0.0259","M-R relationship","2.8","0.25","0.026000000000000002","2.07","","2694.6","1","0","1","19h52m26.69s","298.111206","+41d45m30.0s","41.758333","1265","15.325999999999999","G (Gaia)","13.602","Ks (2MASS)","","5998","4.37","0.429","1.07","1.11","0.02","[Fe/H]","3.16"
"3557","Kepler-913","b","Kepler-913 b","Transit","0","2016","10.29672521","6.176108677507845","","4.9","0.0154","M-R relationship","2.06","0.184","0.019","3.08","","","1","0","1","19h50m19.95s","297.583122","+41d57m08.8s","41.952431","597","15.739","G (Gaia)","13.477","Ks (2MASS)","","4687","4.67","-0.35700000000000004","0.63","0.61","-0.52","[Fe/H]","5.62"
"3558","Kepler-914","b","Kepler-914 b","Transit","0","2016","4.40966548","6.176108677507845","","2.48","0.0078","M-R relationship","1.38","0.12300000000000001","0.013000000000000001","5.19","","568.38","1","0","1","19h21m38.88s","290.412001","+44d53m57.6s","44.89933","678","13.548","G (Gaia)","12.130999999999998","Ks (2MASS)","","5877","4.36","0.231","1.1","1.15","0.22","[Fe/H]","3.98"
"3559","Kepler-915","b","Kepler-915 b","Transit","0","2016","4.59489604","6.176108677507845","","2.86","0.00899","M-R relationship","1.5","0.134","0.013999999999999999","4.66","","844.75","1","0","1","19h22m22.10s","290.592077","+45d44m13.7s","45.737137","806","13.241","G (Gaia)","12.040999999999999","Ks (2MASS)","","6173","4.24","0.447","1.21","1.38","0.08","[Fe/H]","3.39"
"3560","Kepler-916","b","Kepler-916 b","Transit","0","2016","32.2968798","6.176108677507845","","3.75","0.0118","M-R relationship","1.76","0.157","0.016","3.78","","14.68","1","0","1","19h23m56.00s","290.98332200000004","+45d58m23.9s","45.973301","769","15.175","G (Gaia)","13.305","Ks (2MASS)","","5248","4.56","-0.297","0.85","0.81","-0.05","[Fe/H]","4.79"
"3561","Kepler-917","b","Kepler-917 b","Transit","0","2016","2.97041437","6.176108677507845","","4.31","0.0136","M-R relationship","1.91","0.17","0.018000000000000002","3.4","","","1","0","1","19h56m12.30s","299.05126","+47d56m57.4s","47.949284000000006","1027","15.853","G (Gaia)","14.005","Ks (2MASS)","","5418","4.58","-0.348","0.8","0.76","-0.38","[Fe/H]","4.17"
"3562","Kepler-918","b","Kepler-918 b","Transit","0","2016","4.85386933","6.176108677507845","","3.68","0.0116","M-R relationship","1.74","0.155","0.016","3.84","","258.7","1","0","1","19h52m48.17s","298.200719","+48d16m04.2s","48.267838","1245","14.955","G (Gaia)","13.555","Ks (2MASS)","","6028","4.37","-0.05","1.11","1.14","0.06","[Fe/H]","3.24"
"3563","Kepler-919","b","Kepler-919 b","Transit","0","2016","11.04603384","6.176108677507845","","5.69","0.0179","M-R relationship","2.25","0.201","0.021","2.74","","153.91","1","0","1","19h52m27.55s","298.114772","+48d29m39.9s","48.494403999999996","1219","14.677999999999999","G (Gaia)","13.306","Ks (2MASS)","","6113","4.33","0.13699999999999998","1.15","1.21","0.07","[Fe/H]","3.02"
"3564","Kepler-92","b","Kepler-92 b","Transit","0","2013","13.749","6.176108677507845","0.17","64.3","0.202","Mass","3.51","0.313","0.032","8.17","","257.78","1","0","1","19h16m20.65s","289.086058","+41d33m46.6s","41.562940999999995","484.62","11.745","G (Gaia)","10.402999999999999","Ks (2MASS)","","5883","4.14","0.5429999999999999","1.21","1.53","0.19","[Fe/H]","5.89"
"3565","Kepler-92","c","Kepler-92 c","Transit","0","2013","26.723","6.176108677507845","0.04","6.1","0.019","Mass","2.6","0.23199999999999998","0.024","1.91","","106.21","1","0","1","19h16m20.65s","289.086058","+41d33m46.6s","41.562940999999995","484.62","11.745","G (Gaia)","10.402999999999999","Ks (2MASS)","","5883","4.14","0.5429999999999999","1.21","1.53","0.19","[Fe/H]","5.89"
"3566","Kepler-92","d","Kepler-92 d","Transit","0","2015","49.3568","6.176108677507845","0.07","4.93","0.0155","M-R relationship","2.0669999999999997","0.184","0.019","3.07","","46.84","1","0","1","19h16m20.65s","289.086058","+41d33m46.6s","41.562940999999995","484.62","11.745","G (Gaia)","10.402999999999999","Ks (2MASS)","","5883","4.14","0.5429999999999999","1.21","1.53","0.19","[Fe/H]","5.89"
"3567","Kepler-920","b","Kepler-920 b","Transit","0","2016","6.53192704","6.176108677507845","","6.44","0.0203","M-R relationship","2.42","0.21600000000000003","0.022000000000000002","2.5","","153.14","1","0","1","18h57m11.27s","284.29694900000004","+49d09m31.2s","49.158676","926","15.267999999999999","G (Gaia)","13.511","Ks (2MASS)","","5403","4.54","-0.19","0.89","0.85","0","[Fe/H]","4.37"
"3568","Kepler-920","c","Kepler-920 c","Transit","0","2016","100.8274113","6.176108677507845","","13.8","0.0436","M-R relationship","3.8","0.33899999999999997","0.035","1.38","","3.99","1","0","1","18h57m11.27s","284.29694900000004","+49d09m31.2s","49.158676","926","15.267999999999999","G (Gaia)","13.511","Ks (2MASS)","","5403","4.54","-0.19","0.89","0.85","0","[Fe/H]","4.37"
"3569","Kepler-921","b","Kepler-921 b","Transit","0","2016","51.300634","6.176108677507845","","8.6","0.0271","M-R relationship","2.87","0.256","0.026000000000000002","2","","15.01","1","0","1","18h58m27.89s","284.616205","+49d11m26.9s","49.190811","847","14.705","G (Gaia)","13.187999999999999","Ks (2MASS)","","5663","4.5","-0.038","0.93","0.91","-0.12","[Fe/H]","4.27"
"3570","Kepler-922","b","Kepler-922 b","Transit","0","2016","0.93846683","6.176108677507845","","2.6","0.008190000000000001","M-R relationship","1.42","0.127","0.013000000000000001","4.99","","2142.63","1","0","1","18h58m55.55s","284.731462","+49d31m59.5s","49.533195","558","13.745","G (Gaia)","12.187999999999999","Ks (2MASS)","","5671","4.48","-0.14400000000000002","0.95","0.93","-0.05","[Fe/H]","4.37"
"3571","Kepler-923","b","Kepler-923 b","Transit","0","2016","6.93366476","6.176108677507845","","2.48","0.0078","M-R relationship","1.38","0.12300000000000001","0.013000000000000001","5.19","","390.64","1","0","1","19h36m41.06s","294.171085","+40d03m18.6s","40.055165","966","14.012","G (Gaia)","12.665","Ks (2MASS)","","5988","4.28","0.293","1.11","1.26","0.07","[Fe/H]","4.68"
"3572","Kepler-924","b","Kepler-924 b","Transit","0","2016","61.0370117","6.176108677507845","","9.64","0.0303","M-R relationship","3.07","0.27399999999999997","0.027999999999999997","1.83","","20","1","0","1","19h22m40.44s","290.668512","+40d23m51.8s","40.397718","995","14.137","G (Gaia)","12.745","Ks (2MASS)","","6167","4.32","0.287","1.14","1.23","0.01","[Fe/H]","3.09"
"3573","Kepler-925","b","Kepler-925 b","Transit","0","2016","33.8678531","6.176108677507845","","6.08","0.0191","M-R relationship","2.34","0.209","0.021","2.61","","5.83","1","0","1","19h20m25.57s","290.106539","+40d29m26.4s","40.490657","623","15.815999999999999","G (Gaia)","13.339","Ks (2MASS)","","4673","4.62","-0.733","0.77","0.72","0.12","[Fe/H]","2.57"
"3574","Kepler-926","b","Kepler-926 b","Transit","0","2016","52.0688601","6.176108677507845","","5.95","0.0187","M-R relationship","2.31","0.20600000000000002","0.021","2.65","","17.88","1","0","1","19h18m43.04s","289.679343","+40d42m01.7s","40.700466","771","14.259","G (Gaia)","12.687000000000001","Ks (2MASS)","","5806","4.43","0.133","1.01","1.01","0.03","[Fe/H]","4.37"
"3575","Kepler-927","b","Kepler-927 b","Transit","0","2016","9.1149903","6.176108677507845","","3.61","0.0113","M-R relationship","1.72","0.153","0.016","3.9","","129.53","1","0","1","19h17m32.04s","289.38351","+41d23m33.7s","41.392695","879","14.600999999999999","G (Gaia)","13.032","Ks (2MASS)","","5743","4.45","-0.094","0.99","0.99","0.03","[Fe/H]","4.37"
"3576","Kepler-928","b","Kepler-928 b","Transit","0","2016","3.9324613","6.176108677507845","","3.15","0.00993","M-R relationship","1.59","0.142","0.015","4.31","","111.11","1","0","1","19h19m40.97s","289.92071699999997","+41d32m34.2s","41.542828","532","15.323","G (Gaia)","12.933","Ks (2MASS)","","4700","4.62","-0.7759999999999999","0.73","0.7","-0.11","[Fe/H]","4.37"
"3577","Kepler-929","b","Kepler-929 b","Transit","0","2016","0.92103214","6.176108677507845","","1.41","0.0044399999999999995","M-R relationship","1.11","0.099","0.01","5.67","","8159.93","1","0","1","19h53m55.47s","298.481124","+41d36m55.2s","41.615332","820","14.504000000000001","G (Gaia)","12.849","Ks (2MASS)","","5869","4.42","0.35600000000000004","1.01","1.02","-0.04","[Fe/H]","3.47"
"3578","Kepler-93","b","Kepler-93 b","Transit","0","2014","4.72674","0.053","0","3.1783","0.01","Mass","1.569","0.14","0.013999999999999999","1.652","1037","283.74","1","0","1","19h25m40.39s","291.418281","+38d40m20.5s","38.672354","96.18","9.862","G (Gaia)","8.37","Ks (2MASS)","","5669","4.47","-0.10300000000000001","1.09","0.98","-0.18","[Fe/H]","6.6"
"3579","Kepler-93","c","Kepler-93 c","Radial Velocity","0","2014","1460","6.176108677507845","","954","3","Mass","5.638572630536984","0.5031279386290535","0.05169042316258316","4.3812565360303335","","","0","0","1","19h25m40.39s","291.418281","+38d40m20.5s","38.672354","96.18","9.862","G (Gaia)","8.37","Ks (2MASS)","","5669","4.47","-0.10300000000000001","1.09","0.98","-0.18","[Fe/H]","6.6"
"3580","Kepler-930","b","Kepler-930 b","Transit","0","2016","71.4517775","6.176108677507845","","5.18","0.0163","M-R relationship","2.13","0.19","0.02","2.95","","16.85","1","0","1","19h53m15.47s","298.314444","+42d14m50.8s","42.247434000000005","905","13.763","G (Gaia)","12.258","Ks (2MASS)","","6335","4.24","0.249","1.25","1.4","0.04","[Fe/H]","2.34"
"3581","Kepler-931","b","Kepler-931 b","Transit","0","2016","8.03755877","6.176108677507845","","2.33","0.00733","M-R relationship","1.33","0.11900000000000001","0.012","5.44","","","1","0","1","19h48m31.83s","297.13264100000004","+42d46m05.7s","42.768253","490","14.488","G (Gaia)","12.38","Ks (2MASS)","","5241","4.55","-0.35","0.86","0.81","-0.01","[Fe/H]","4.68"
"3582","Kepler-932","b","Kepler-932 b","Transit","0","2016","1.9214374","6.176108677507845","","2.45","0.00771","M-R relationship","1.37","0.122","0.013000000000000001","5.24","","562.22","1","0","1","19h47m48.49s","296.952062","+43d16m19.1s","43.271969","478","14.136","G (Gaia)","12.21","Ks (2MASS)","","5331","4.54","-0.389","0.87","0.84","-0.01","[Fe/H]","4.68"
"3583","Kepler-933","b","Kepler-933 b","Transit","0","2016","14.20443009","6.176108677507845","","6.62","0.0208","M-R relationship","2.46","0.21899999999999997","0.023","2.44","","61.32","1","0","1","19h18m16.48s","289.56865899999997","+43d32m19.0s","43.538612","922","15.437999999999999","G (Gaia)","13.582","Ks (2MASS)","","5346","4.54","-0.231","0.87","0.84","-0.02","[Fe/H]","4.68"
"3584","Kepler-934","b","Kepler-934 b","Transit","0","2016","55.6738309","6.176108677507845","","5.02","0.0158","M-R relationship","2.09","0.18600000000000003","0.019","3.02","","4.72","1","0","1","19h21m09.23s","290.28846699999997","+43d45m19.2s","43.755322","603","15.034","G (Gaia)","12.97","Ks (2MASS)","","5001","4.59","-0.508","0.81","0.77","0.01","[Fe/H]","4.47"
"3585","Kepler-935","b","Kepler-935 b","Transit","0","2016","4.88083852","6.176108677507845","","2.39","0.007520000000000001","M-R relationship","1.35","0.12","0.012","5.34","","94.61","1","0","1","19h40m05.20s","295.02166800000003","+46d37m09.2s","46.619217","482","14.9","G (Gaia)","12.62","Ks (2MASS)","","4830","4.61","-0.68","0.78","0.73","-0.01","[Fe/H]","3.8"
"3586","Kepler-936","b","Kepler-936 b","Transit","0","2016","10.56134221","6.176108677507845","","2.7","0.008490000000000001","M-R relationship","1.45","0.129","0.013000000000000001","4.87","","","1","0","1","19h34m18.66s","293.57775899999996","+46d44m10.8s","46.736346999999995","687","14.789000000000001","G (Gaia)","12.817","Ks (2MASS)","","5482","4.51","-0.19","0.92","0.89","0.05","[Fe/H]","4.57"
"3587","Kepler-937","b","Kepler-937 b","Transit","0","2016","67.668827","6.176108677507845","","13.4","0.042","M-R relationship","3.72","0.332","0.034","1.43","","20.63","1","0","1","19h36m40.51s","294.16880499999996","+46d42m52.6s","46.714611","1482","15.194","G (Gaia)","13.681","Ks (2MASS)","","6095","4.32","0.239","1.15","1.22","0.08","[Fe/H]","3.24"
"3588","Kepler-937","c","Kepler-937 c","Transit","0","2016","153.343364","6.176108677507845","","7.61","0.0239","M-R relationship","2.67","0.23800000000000002","0.024","2.2","","6.93","1","0","1","19h36m40.51s","294.16880499999996","+46d42m52.6s","46.714611","1482","15.194","G (Gaia)","13.681","Ks (2MASS)","","6095","4.32","0.239","1.15","1.22","0.08","[Fe/H]","3.24"
"3589","Kepler-938","b","Kepler-938 b","Transit","0","2016","52.6298417","6.176108677507845","","5.56","0.0175","M-R relationship","2.22","0.198","0.02","2.79","","","1","0","1","19h39m09.39s","294.789143","+46d59m02.4s","46.983990000000006","861","15.004000000000001","Kepler-band","13.26","Ks (2MASS)","","5533","4.51","-0.174","0.92","0.89","-0.03","[Fe/H]","4.27"
"3590","Kepler-939","b","Kepler-939 b","Transit","0","2016","14.878296","6.176108677507845","","3.71","0.0117","M-R relationship","1.75","0.156","0.016","3.8","","230.22","1","0","1","19h35m27.75s","293.865613","+47d01m36.6s","47.026829","1029","15.52","G (Gaia)","13.762","Ks (2MASS)","","5471","4.54","0.377","0.88","0.85","-0.12","[Fe/H]","4.47"
"3591","Kepler-94","b","Kepler-94 b","Transit","0","2014","2.50806","0.03106","","10.84","0.034","Mass","3.51","0.313","0.032","1.45","827","216.09","1","0","1","18h44m46.74s","281.194747","+47d29m49.7s","47.497147999999996","192.97","12.857000000000001","G (Gaia)","10.594000000000001","Ks (2MASS)","M0 V","4781","4.59","-0.597","0.81","0.76","0.34","[Fe/H]","1.41"
"3592","Kepler-94","c","Kepler-94 c","Radial Velocity","0","2014","820.3","6.176108677507845","","3126","9.836","Mass","12.5","1.11","0.114","8.79","","","0","0","1","18h44m46.74s","281.194747","+47d29m49.7s","47.497147999999996","192.97","12.857000000000001","G (Gaia)","10.594000000000001","Ks (2MASS)","M0 V","4781","4.59","-0.597","0.81","0.76","0.34","[Fe/H]","1.41"
"3593","Kepler-940","b","Kepler-940 b","Transit","0","2016","59.6225257","6.176108677507845","","11.1","0.035","M-R relationship","3.34","0.298","0.031","1.64","","10.52","1","0","1","19h36m57.91s","294.24129300000004","+47d16m33.5s","47.275982","1317","15.497","G (Gaia)","14.019","Ks (2MASS)","","5769","4.47","-0.087","0.97","0.96","-0.08","[Fe/H]","3.63"
"3594","Kepler-941","b","Kepler-941 b","Transit","0","2016","17.42395198","6.176108677507845","","9.69","0.0305","M-R relationship","3.08","0.275","0.027999999999999997","1.82","","47.03","1","0","1","19h37m18.33s","294.32635600000003","+47d13m03.4s","47.217613","1105","15.572000000000001","G (Gaia)","13.864","Ks (2MASS)","","5539","4.53","-0.24100000000000002","0.89","0.86","-0.15","[Fe/H]","4.07"
"3595","Kepler-942","b","Kepler-942 b","Transit","0","2016","44.96417488","6.176108677507845","","5.18","0.0163","M-R relationship","2.13","0.19","0.02","2.95","","4.96","1","0","1","19h39m49.23s","294.95511400000004","+44d08m59.3s","44.149817999999996","218","13.065999999999999","G (Gaia)","10.842","Ks (2MASS)","","4861","4.59","-0.626","0.81","0.75","0.09","[Fe/H]","4.17"
"3596","Kepler-943","b","Kepler-943 b","Transit","0","2016","49.7701438","6.176108677507845","","29.5","0.0928","M-R relationship","5.93","0.529","0.054000000000000006","0.777","","45.34","1","0","1","18h57m05.75s","284.273965","+41d32m06.1s","41.535022999999995","1239","15.639000000000001","G (Gaia)","13.97","Ks (2MASS)","","5612","4.5","0.009000000000000001","0.93","0.91","-0.07","[Fe/H]","4.27"
"3597","Kepler-944","b","Kepler-944 b","Transit","0","2016","43.3167737","6.176108677507845","","7.41","0.0233","M-R relationship","2.63","0.235","0.024","2.24","","20.17","1","0","1","19h34m24.30s","293.601262","+42d22m47.1s","42.379761","1035","15.710999999999999","G (Gaia)","13.850999999999999","Ks (2MASS)","","5409","4.54","-0.08800000000000001","0.86","0.83","-0.11","[Fe/H]","4.47"
"3598","Kepler-945","b","Kepler-945 b","Transit","0","2016","31.0033814","6.176108677507845","","7.41","0.0233","M-R relationship","2.63","0.235","0.024","2.24","","31.7","1","0","1","19h25m04.74s","291.269748","+42d05m45.8s","42.096046","1543","15.86","G (Gaia)","14.293","Ks (2MASS)","","5718","4.46","0.017","0.97","0.97","-0.01","[Fe/H]","4.47"
"3599","Kepler-946","b","Kepler-946 b","Transit","0","2016","11.79162572","6.176108677507845","","4.38","0.0138","M-R relationship","1.93","0.172","0.018000000000000002","3.35","","124.07","1","0","1","20h03m43.11s","300.929606","+44d01m43.6s","44.02879","918","14.923","G (Gaia)","13.295","Ks (2MASS)","","5665","4.47","0.055","0.94","0.93","-0.09","[Fe/H]","4.17"
"3600","Kepler-947","b","Kepler-947 b","Transit","0","2016","26.9644317","6.176108677507845","","5.82","0.0183","M-R relationship","2.28","0.203","0.021","2.7","","51.95","1","0","1","19h37m28.01s","294.366727","+42d15m09.6s","42.252678","1188","15.752","G (Gaia)","13.972000000000001","Ks (2MASS)","","5508","4.52","0.113","0.9","0.87","-0.07","[Fe/H]","4.27"
"3601","Kepler-948","b","Kepler-948 b","Transit","0","2016","7.76846622","6.176108677507845","","4.08","0.0128","M-R relationship","1.85","0.165","0.017","3.54","","126.2","1","0","1","19h33m12.06s","293.300231","+41d31m24.0s","41.523338","884","14.786","G (Gaia)","13.186","Ks (2MASS)","","5679","4.47","-0.127","0.96","0.94","-0.02","[Fe/H]","4.17"
"3602","Kepler-949","b","Kepler-949 b","Transit","0","2016","8.6893073","6.176108677507845","","8.8","0.0277","M-R relationship","2.91","0.26","0.027000000000000003","1.96","","58.44","1","0","1","19h54m25.89s","298.607876","+46d27m13.3s","46.453682","572","14.508","G (Gaia)","12.519","Ks (2MASS)","","5403","4.53","-0.49700000000000005","0.89","0.86","0.01","[Fe/H]","4.57"
"3603","Kepler-95","b","Kepler-95 b","Transit","0","2014","11.5231","6.176108677507845","","13","0.041","Mass","3.42","0.305","0.031","1.71","","178.83","1","0","1","18h57m55.79s","284.482459","+44d23m52.9s","44.398037","451.38","12.304","G (Gaia)","10.800999999999998","Ks (2MASS)","","5699","4.17","0.268","1.08","1.41","0.3","[Fe/H]","5.63"
"3604","Kepler-950","b","Kepler-950 b","Transit","0","2016","98.7180406","6.176108677507845","","59.6","0.188","M-R relationship","8.98","0.8009999999999999","0.08199999999999999","0.452","","14.84","1","0","1","19h11m49.58s","287.956566","+41d07m49.2s","41.130328999999996","1489","15.681","G (Gaia)","14.139000000000001","Ks (2MASS)","","5857","4.44","0.34700000000000003","1.02","1.02","0.02","[Fe/H]","3.8"
"3605","Kepler-951","b","Kepler-951 b","Transit","0","2016","71.52530845","6.176108677507845","","26.7","0.0839","M-R relationship","5.59","0.499","0.051","0.84","","2.47","1","0","1","19h10m57.01s","287.73756000000003","+38d06m52.4s","38.114567","408","14.491","G (Gaia)","12.251","Ks (2MASS)","","4834","4.6","-0.69","0.77","0.73","-0.01","[Fe/H]","4.27"
"3606","Kepler-952","b","Kepler-952 b","Transit","0","2016","130.3546919","6.176108677507845","","45.4","0.143","M-R relationship","7.65","0.682","0.07","0.557","","5.05","1","0","1","19h01m29.27s","285.37194900000003","+41d59m38.1s","41.993912","1167","15.187999999999999","G (Gaia)","13.662","Ks (2MASS)","","5730","4.45","0.07400000000000001","1","0.99","0.06","[Fe/H]","4.27"
"3607","Kepler-953","b","Kepler-953 b","Transit","0","2016","88.40655258","6.176108677507845","","16.5","0.0519","M-R relationship","4.21","0.376","0.039","1.22","","","1","0","1","19h15m53.20s","288.97166200000004","+44d37m28.3s","44.624531","240","12.142999999999999","G (Gaia)","10.295","Ks (2MASS)","","5416","4.42","-0.11900000000000001","0.95","0.99","0.26","[Fe/H]","8.71"
"3608","Kepler-953","c","Kepler-953 c","Transit","0","2016","9.10967112","6.176108677507845","","1.81","0.0057","M-R relationship","1.19","0.106","0.011000000000000001","5.9","","","1","0","1","19h15m53.20s","288.97166200000004","+44d37m28.3s","44.624531","240","12.142999999999999","G (Gaia)","10.295","Ks (2MASS)","","5416","4.42","-0.11900000000000001","0.95","0.99","0.26","[Fe/H]","8.71"
"3609","Kepler-954","b","Kepler-954 b","Transit","0","2016","16.78176602","6.176108677507845","","5.99","0.0189","M-R relationship","2.32","0.207","0.021","2.64","","21.53","1","0","1","19h43m26.25s","295.859378","+47d56m22.2s","47.93951","224","12.943","G (Gaia)","10.84","Ks (2MASS)","","4990","4.59","-0.5670000000000001","0.82","0.76","0.02","[Fe/H]","3.39"
"3610","Kepler-955","b","Kepler-955 b","Transit","0","2016","14.53244172","6.176108677507845","","9.96","0.0313","M-R relationship","3.13","0.27899999999999997","0.028999999999999998","1.78","","33.09","1","0","1","19h13m53.15s","288.471458","+40d16m11.3s","40.269795","637","14.627","G (Gaia)","12.807","Ks (2MASS)","","5350","4.54","-0.445","0.89","0.84","0.02","[Fe/H]","4.37"
"3611","Kepler-956","b","Kepler-956 b","Transit","0","2016","5.24867263","6.176108677507845","","9.27","0.0292","M-R relationship","3","0.268","0.027000000000000003","1.89","","307.06","1","0","1","19h30m07.39s","292.530806","+49d03m42.1s","49.061707","631","13.289000000000001","G (Gaia)","11.958","Ks (2MASS)","","6040","4.36","0.042","1.1","1.15","0.02","[Fe/H]","3.47"
"3612","Kepler-957","b","Kepler-957 b","Transit","0","2016","5.90741354","6.176108677507845","","25.9","0.0816","M-R relationship","5.5","0.491","0.05","0.855","","124.91","1","0","1","19h20m37.52s","290.156346","+48d49m08.4s","48.818996000000006","749","15.690999999999999","G (Gaia)","13.453","Ks (2MASS)","","4963","4.6","-0.495","0.81","0.75","-0.01","[Fe/H]","2.75"
"3613","Kepler-958","b","Kepler-958 b","Transit","0","2016","9.7678805","6.176108677507845","","4.9","0.0154","M-R relationship","2.06","0.184","0.019","3.08","","73.59","1","0","1","19h09m01.60s","287.256685","+46d04m00.4s","46.066769","467","13.73","G (Gaia)","12.040999999999999","Ks (2MASS)","","5421","4.53","-0.28600000000000003","0.91","0.86","0.01","[Fe/H]","4.37"
"3614","Kepler-959","b","Kepler-959 b","Transit","0","2016","14.80074836","6.176108677507845","","17.6","0.0555","M-R relationship","4.38","0.391","0.04","1.15","","165.87","1","0","1","19h28m41.08s","292.171168","+40d48m41.0s","40.811382","1003","12.466","G (Gaia)","11.544","Ks (2MASS)","","7005","4.04","0.715","1.6","2.01","0.02","[Fe/H]","1.35"
"3615","Kepler-96","b","Kepler-96 b","Transit","0","2014","16.2385","6.176108677507845","","8.46","0.027","Mass","2.67","0.23800000000000002","0.025","2.26","","57.52","1","0","1","19h48m16.71s","297.06964300000004","+40d31m30.5s","40.525141","123.32","10.297","G (Gaia)","8.868","Ks (2MASS)","","5690","4.42","-0.061","1","1.02","0.04","[Fe/H]","2.34"
"3616","Kepler-960","b","Kepler-960 b","Transit","0","2016","3.12686223","6.176108677507845","","5.86","0.0184","M-R relationship","2.29","0.204","0.021","2.68","","129.22","1","0","1","18h45m49.72s","281.457163","+46d44m47.3s","46.746468","298","13.841","G (Gaia)","11.618","Ks (2MASS)","","4755","4.61","-0.6990000000000001","0.77","0.72","0.02","[Fe/H]","3.63"
"3617","Kepler-961","b","Kepler-961 b","Transit","0","2016","16.87727414","6.176108677507845","","7.04","0.0221","M-R relationship","2.55","0.22699999999999998","0.023","2.33","","40.4","1","0","1","18h48m08.52s","282.035496","+43d37m52.6s","43.631268","607","14.043","G (Gaia)","12.482000000000001","Ks (2MASS)","","5582","4.51","-0.2","0.96","0.9","0.05","[Fe/H]","2.82"
"3618","Kepler-962","b","Kepler-962 b","Transit","0","2016","12.05707239","6.176108677507845","","4.54","0.0143","M-R relationship","1.97","0.17600000000000002","0.018000000000000002","3.26","","53.82","1","0","1","19h41m15.15s","295.313145","+46d14m15.0s","46.237488","439","13.558","G (Gaia)","11.904000000000002","Ks (2MASS)","","5478","4.54","-0.295","0.93","0.86","0.01","[Fe/H]","2.4"
"3619","Kepler-963","b","Kepler-963 b","Transit","0","2016","9.97683705","6.176108677507845","","7.56","0.0238","M-R relationship","2.66","0.237","0.024","2.21","","83.49","1","0","1","19h47m00.71s","296.752973","+45d02m28.0s","45.0411","786","14.912","G (Gaia)","13.158","Ks (2MASS)","","5461","4.52","-0.27","0.91","0.87","-0.02","[Fe/H]","4.07"
